online_order,book_table,rating,votes,location,cost_for_two,type,city,restaurant_type,cuisines,number_of_cuisines_offered
Yes,No,3.9,285,Other,400,Delivery,Malleshwaram,Food Court,Other,2
Yes,No,3.3,535,Other,450,Delivery,Malleshwaram,Delivery,Other,8
Yes,No,4.1,253,Other,400,Delivery,Malleshwaram,Quick Bites,North Indian,4
Yes,No,4.0,555,Other,600,Delivery,Malleshwaram,Quick Bites,Other,3
Yes,No,3.7,286,Other,150,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,No,4.4,403,Other,400,Delivery,Malleshwaram,Dessert Parlor,Ice Cream,2
Yes,No,4.0,601,Other,750,Delivery,Malleshwaram,Casual Dining,North Indian,4
Yes,No,3.5,224,Other,300,Delivery,Malleshwaram,Quick Bites,Kerala,1
Yes,No,3.9,51,Other,300,Delivery,Malleshwaram,Quick Bites,North Indian,3
Yes,No,4.1,673,Other,250,Delivery,Malleshwaram,Quick Bites,Street Food,2
Yes,No,3.8,30,Other,500,Delivery,Malleshwaram,Takeaway,Other,3
Yes,No,3.9,115,Other,400,Delivery,Malleshwaram,Dessert Parlor,Desserts,4
Yes,No,4.2,577,Other,600,Delivery,Malleshwaram,Casual Dining,Other,2
Yes,No,3.4,26,Other,150,Delivery,Malleshwaram,Quick Bites,Fast Food,2
Yes,No,4.0,154,Other,500,Delivery,Malleshwaram,Dessert Parlor,Ice Cream,1
Yes,No,3.7,418,Other,400,Delivery,Malleshwaram,Quick Bites,Street Food,2
Yes,Yes,4.4,4869,Other,600,Delivery,Malleshwaram,Casual Dining,Other,3
Yes,No,3.9,129,Other,400,Delivery,Malleshwaram,Beverage Shop,Desserts,3
Yes,No,3.7,594,Other,250,Delivery,Malleshwaram,Quick Bites,Fast Food,3
Yes,No,4.1,142,Other,400,Delivery,Malleshwaram,Dessert Parlor,Ice Cream,2
Yes,No,3.8,209,Other,450,Delivery,Malleshwaram,Quick Bites,Chinese,3
Yes,No,3.8,40,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,5
Yes,No,4.2,343,Other,350,Delivery,Malleshwaram,Quick Bites,North Indian,3
Yes,No,4.1,133,Other,250,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,No,3.8,179,Other,300,Delivery,Malleshwaram,Quick Bites,Other,1
Yes,No,3.4,9,Other,300,Delivery,Malleshwaram,Quick Bites,Other,1
Yes,No,3.5,250,Other,300,Delivery,Malleshwaram,Quick Bites,North Indian,3
Yes,No,4.0,89,Other,300,Delivery,Malleshwaram,Quick Bites,Kerala,3
Yes,No,3.4,89,Other,300,Delivery,Malleshwaram,Quick Bites,North Indian,2
Yes,No,4.1,935,Other,700,Delivery,Malleshwaram,Casual Dining,Other,2
Yes,No,2.8,340,Other,750,Delivery,Malleshwaram,Casual Dining,Other,2
Yes,No,3.9,81,Other,200,Delivery,Malleshwaram,Beverage Shop,Beverages,2
Yes,No,3.6,99,Other,500,Delivery,Malleshwaram,Cafe,Cafe,3
Yes,No,3.3,239,Other,400,Delivery,Malleshwaram,Quick Bites,North Indian,3
Yes,No,3.9,250,Other,500,Delivery,Malleshwaram,Delivery,North Indian,3
Yes,No,3.7,21,Other,300,Delivery,Malleshwaram,Takeaway,Other,1
Yes,No,3.6,209,Other,400,Delivery,Malleshwaram,Quick Bites,Other,2
Yes,No,4.0,71,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,No,3.4,84,Other,200,Delivery,Malleshwaram,Takeaway,North Indian,1
Yes,No,2.9,6,Other,250,Delivery,Malleshwaram,Quick Bites,North Indian,6
Yes,No,4.0,27,Other,500,Delivery,Malleshwaram,Bakery,Bakery,2
Yes,No,3.8,251,Other,350,Delivery,Malleshwaram,Quick Bites,Fast Food,3
Yes,No,3.5,14,Other,300,Delivery,Malleshwaram,Quick Bites,Fast Food,3
Yes,No,3.8,462,Other,600,Delivery,Malleshwaram,Casual Dining,Kerala,7
Yes,No,3.9,343,Other,500,Delivery,Malleshwaram,Casual Dining,North Indian,2
Yes,No,3.5,57,Other,150,Delivery,Malleshwaram,Quick Bites,Chinese,3
Yes,No,4.0,284,Other,150,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,3.7,25,Other,250,Delivery,Malleshwaram,Quick Bites,Fast Food,2
Yes,No,4.0,1192,Other,250,Delivery,Malleshwaram,Quick Bites,South Indian,3
Yes,No,3.9,182,Other,800,Delivery,Malleshwaram,Takeaway,Other,1
Yes,No,4.0,163,Other,400,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,4.1,559,Other,500,Delivery,Malleshwaram,Takeaway,North Indian,3
Yes,No,3.7,294,Other,400,Delivery,Malleshwaram,Quick Bites,Biryani,2
Yes,No,4.1,1107,Other,700,Delivery,Malleshwaram,Casual Dining,Other,2
Yes,No,4.0,340,Other,350,Delivery,Malleshwaram,Quick Bites,Chinese,3
Yes,No,4.7,4408,Other,150,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,3.5,20,Other,300,Delivery,Malleshwaram,Quick Bites,Fast Food,2
Yes,No,3.2,9,Other,500,Delivery,Malleshwaram,Beverage Shop,Cafe,3
Yes,No,3.7,136,Other,400,Delivery,Malleshwaram,Quick Bites,North Indian,3
Yes,No,4.0,629,Other,450,Delivery,Malleshwaram,Dessert Parlor,Desserts,4
Yes,No,4.1,637,Other,700,Delivery,Malleshwaram,Cafe,Cafe,7
Yes,No,4.0,380,Other,750,Delivery,Malleshwaram,Casual Dining,Continental,2
No,No,3.9,133,Other,500,Delivery,Malleshwaram,Bakery,Bakery,2
Yes,No,3.4,77,Other,400,Delivery,Malleshwaram,Quick Bites,Biryani,1
Yes,No,4.0,152,Other,600,Delivery,Malleshwaram,Casual Dining,North Indian,1
Yes,No,3.8,99,Other,300,Delivery,Malleshwaram,Quick Bites,Fast Food,1
Yes,No,4.1,249,Other,500,Delivery,Malleshwaram,Dessert Parlor,Desserts,3
Yes,No,3.8,94,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,4.0,108,Other,250,Delivery,Malleshwaram,Beverage Shop,Fast Food,2
Yes,No,4.1,181,Other,100,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,3.9,171,Other,450,Delivery,Malleshwaram,Casual Dining,Kerala,4
Yes,Yes,4.4,1016,Other,800,Delivery,Malleshwaram,Casual Dining,North Indian,2
Yes,No,3.5,24,Other,300,Delivery,Malleshwaram,Bakery,Bakery,1
Yes,No,3.7,29,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,4.1,52,Other,600,Delivery,Malleshwaram,Delivery,Other,2
Yes,No,4.0,221,Other,650,Delivery,Malleshwaram,Delivery,Biryani,1
Yes,No,3.7,31,Other,350,Delivery,Malleshwaram,Dessert Parlor,Desserts,2
Yes,No,4.0,124,Other,300,Delivery,Malleshwaram,Quick Bites,Other,2
Yes,No,3.7,229,Other,400,Delivery,Malleshwaram,Quick Bites,North Indian,3
Yes,No,3.3,7,Other,400,Delivery,Malleshwaram,Quick Bites,South Indian,4
Yes,No,3.7,62,Other,550,Delivery,Malleshwaram,Casual Dining,North Indian,4
Yes,No,4.0,49,Other,400,Delivery,Malleshwaram,Quick Bites,North Indian,4
Yes,No,3.8,328,Other,450,Delivery,Malleshwaram,Casual Dining,South Indian,5
Yes,Yes,4.8,6433,Other,1400,Delivery,Malleshwaram,Casual Dining,Other,5
Yes,No,3.0,8,Other,400,Delivery,Malleshwaram,Beverage Shop,Beverages,2
Yes,No,4.1,196,Other,300,Delivery,Malleshwaram,Dessert Parlor,Desserts,2
Yes,No,3.8,113,Other,400,Delivery,Malleshwaram,Quick Bites,Other,2
Yes,No,3.9,244,Other,250,Delivery,Malleshwaram,Quick Bites,North Indian,1
Yes,No,3.6,17,Other,400,Delivery,Malleshwaram,Dessert Parlor,Desserts,1
Yes,No,4.1,243,Other,600,Delivery,Malleshwaram,Casual Dining,Biryani,3
Yes,No,2.7,61,Other,800,Delivery,Malleshwaram,Casual Dining,North Indian,4
Yes,No,4.0,233,Other,500,Delivery,Malleshwaram,Quick Bites,Fast Food,3
Yes,No,3.2,71,Other,400,Delivery,Malleshwaram,Quick Bites,Fast Food,2
Yes,No,4.1,308,Other,1200,Delivery,Malleshwaram,Casual Dining,Other,4
Yes,No,2.9,88,Other,200,Delivery,Malleshwaram,Quick Bites,Fast Food,2
Yes,No,3.9,20,Other,500,Delivery,Malleshwaram,Delivery,Bakery,2
Yes,Yes,4.9,1940,Other,2000,Delivery,Malleshwaram,Casual Dining,North Indian,2
Yes,No,3.6,41,Other,300,Delivery,Malleshwaram,Quick Bites,Chinese,3
Yes,Yes,4.6,2315,Other,1100,Delivery,Malleshwaram,Casual Dining,Continental,3
Yes,No,3.2,37,Other,350,Delivery,Malleshwaram,Quick Bites,North Indian,3
Yes,No,4.0,65,Other,150,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,No,3.7,4,Other,200,Delivery,Malleshwaram,Takeaway,Bakery,1
Yes,Yes,4.4,2881,Other,1200,Delivery,Malleshwaram,Pub,North Indian,3
Yes,No,4.0,106,Other,150,Delivery,Malleshwaram,Quick Bites,Fast Food,1
Yes,No,3.6,10,Other,400,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,No,3.2,58,Other,900,Delivery,Malleshwaram,Cafe,Cafe,2
Yes,No,4.2,418,Other,700,Delivery,Malleshwaram,Casual Dining,Chinese,2
Yes,No,3.1,8,Other,500,Delivery,Malleshwaram,Quick Bites,Biryani,2
Yes,No,3.5,40,Other,500,Delivery,Malleshwaram,Quick Bites,Chinese,3
Yes,No,3.5,73,Other,400,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,No,3.6,24,Other,300,Delivery,Malleshwaram,Bakery,Bakery,1
Yes,No,3.4,62,Other,500,Delivery,Malleshwaram,Food Court,South Indian,1
Yes,No,4.2,84,Other,150,Delivery,Malleshwaram,Quick Bites,Street Food,1
Yes,No,3.4,8,Other,200,Delivery,Malleshwaram,Dessert Parlor,Ice Cream,3
Yes,No,3.1,112,Other,400,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,No,2.7,25,Other,700,Delivery,Malleshwaram,Food Court,North Indian,4
Yes,No,4.1,184,Other,500,Delivery,Malleshwaram,Beverage Shop,Beverages,2
Yes,No,3.3,7,Other,200,Delivery,Malleshwaram,Dessert Parlor,Desserts,4
Yes,No,3.9,461,Other,200,Delivery,Malleshwaram,Quick Bites,Chinese,3
Yes,No,3.8,75,Other,200,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,3.5,140,Other,300,Delivery,Malleshwaram,Quick Bites,North Indian,1
Yes,No,3.6,101,Other,200,Delivery,Malleshwaram,Quick Bites,South Indian,3
Yes,No,3.8,284,Other,800,Delivery,Malleshwaram,Casual Dining,Chinese,4
Yes,No,4.0,73,Other,250,Delivery,Malleshwaram,Other,Other,2
Yes,No,3.1,44,Other,150,Delivery,Malleshwaram,Quick Bites,North Indian,1
Yes,No,3.2,70,Other,250,Delivery,Malleshwaram,Dessert Parlor,Ice Cream,1
Yes,No,3.2,11,Other,250,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,3.6,159,Other,350,Delivery,Malleshwaram,Quick Bites,North Indian,2
Yes,No,3.6,60,Other,200,Delivery,Malleshwaram,Quick Bites,Fast Food,3
No,No,3.5,11,Other,150,Delivery,Malleshwaram,Quick Bites,Biryani,2
Yes,No,3.7,33,Other,200,Delivery,Malleshwaram,Quick Bites,Street Food,1
Yes,No,3.7,69,Other,650,Delivery,Malleshwaram,Casual Dining,North Indian,2
Yes,No,4.5,785,Other,1000,Delivery,Malleshwaram,Casual Dining,Other,4
Yes,No,3.2,17,Other,600,Delivery,Malleshwaram,Casual Dining,North Indian,3
Yes,Yes,4.5,1636,Other,1300,Delivery,Malleshwaram,Casual Dining,Other,3
Yes,No,3.8,67,Other,450,Delivery,Malleshwaram,Dessert Parlor,Ice Cream,2
Yes,No,3.6,39,Other,300,Delivery,Malleshwaram,Dessert Parlor,Desserts,1
Yes,Yes,4.0,605,Other,800,Delivery,Malleshwaram,Cafe,Cafe,4
Yes,No,3.7,43,Other,900,Delivery,Malleshwaram,Casual Dining,Chinese,3
Yes,No,3.7,42,Other,800,Delivery,Malleshwaram,Food Court,North Indian,3
Yes,No,4.0,266,Other,200,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,3.3,8,Other,600,Delivery,Malleshwaram,Cafe,Cafe,2
Yes,No,3.3,5,Other,200,Delivery,Malleshwaram,Quick Bites,Fast Food,2
Yes,No,3.6,23,Other,400,Delivery,Malleshwaram,Quick Bites,Andhra,3
Yes,No,4.0,172,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,No,3.4,5,Other,150,Delivery,Malleshwaram,Quick Bites,Chinese,2
Yes,No,4.0,702,Other,700,Delivery,Malleshwaram,Casual Dining,Other,6
Yes,No,4.0,96,Other,150,Delivery,Malleshwaram,Quick Bites,Chinese,2
Yes,No,2.9,57,Other,600,Delivery,Malleshwaram,Quick Bites,Other,2
Yes,No,4.1,135,Other,150,Delivery,Malleshwaram,Beverage Shop,Beverages,1
Yes,No,2.7,93,Other,300,Delivery,Malleshwaram,Quick Bites,Street Food,2
Yes,No,3.4,17,Other,200,Delivery,Malleshwaram,Dessert Parlor,Ice Cream,3
Yes,No,2.4,71,Other,500,Delivery,Malleshwaram,Quick Bites,Other,3
Yes,No,3.8,33,Other,150,Delivery,Malleshwaram,Dessert Parlor,Beverages,3
Yes,No,3.7,30,Other,200,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,No,3.7,136,Other,450,Delivery,Malleshwaram,Casual Dining,North Indian,5
Yes,Yes,4.2,674,Other,800,Delivery,Malleshwaram,Casual Dining,Continental,2
Yes,No,3.9,359,Other,300,Delivery,Malleshwaram,Food Court,Desserts,1
Yes,No,4.8,391,Other,400,Delivery,Malleshwaram,Dessert Parlor,Desserts,1
Yes,No,4.1,219,Other,100,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,3.8,120,Other,300,Delivery,Malleshwaram,Quick Bites,Fast Food,2
Yes,No,3.4,36,Other,400,Delivery,Malleshwaram,Dessert Parlor,Bakery,1
Yes,No,3.7,56,Other,400,Delivery,Malleshwaram,Beverage Shop,Beverages,3
Yes,No,3.6,9,Other,300,Delivery,Malleshwaram,Quick Bites,North Indian,3
Yes,No,3.0,36,Other,200,Delivery,Malleshwaram,Other,Other,2
Yes,No,3.3,210,Other,450,Delivery,Malleshwaram,Quick Bites,Kerala,4
Yes,No,4.0,255,Other,500,Delivery,Malleshwaram,Dessert Parlor,Desserts,2
Yes,No,3.2,8,Other,300,Delivery,Malleshwaram,Quick Bites,Other,1
Yes,No,3.7,119,Other,400,Delivery,Malleshwaram,Casual Dining,North Indian,3
Yes,No,3.8,162,Other,300,Delivery,Malleshwaram,Quick Bites,Other,2
Yes,No,3.9,130,Other,450,Delivery,Malleshwaram,Food Court,Bakery,3
Yes,No,3.6,29,Other,350,Delivery,Malleshwaram,Quick Bites,North Indian,2
Yes,No,3.7,34,Other,200,Delivery,Malleshwaram,Quick Bites,Fast Food,2
Yes,No,3.9,89,Other,500,Delivery,Malleshwaram,Dessert Parlor,Ice Cream,3
Yes,No,3.9,111,Other,400,Delivery,Malleshwaram,Dessert Parlor,Desserts,2
Yes,No,4.2,504,Other,500,Delivery,Malleshwaram,Cafe,Cafe,3
Yes,No,3.9,281,Other,500,Delivery,Malleshwaram,Quick Bites,Fast Food,2
Yes,No,2.8,114,Other,600,Delivery,Malleshwaram,Cafe,Cafe,1
Yes,No,3.6,12,Other,100,Delivery,Malleshwaram,Beverage Shop,Beverages,1
Yes,No,3.7,16,Other,300,Delivery,Malleshwaram,Quick Bites,North Indian,4
Yes,No,3.4,35,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,Yes,4.1,662,Other,1100,Delivery,Malleshwaram,Bar,Other,3
Yes,No,3.6,28,Other,300,Delivery,Malleshwaram,Quick Bites,North Indian,3
Yes,No,3.6,73,Other,450,Delivery,Malleshwaram,Casual Dining,North Indian,4
Yes,Yes,4.0,868,Other,1000,Delivery,Malleshwaram,Casual Dining,Continental,5
Yes,No,4.0,58,Other,300,Delivery,Malleshwaram,Food Court,North Indian,5
Yes,No,4.3,722,Other,400,Delivery,Malleshwaram,Cafe,Cafe,2
Yes,Yes,4.3,1099,Other,1500,Delivery,Malleshwaram,Casual Dining,Other,3
Yes,No,3.2,8,Other,100,Delivery,Malleshwaram,Beverage Shop,Other,1
Yes,No,4.1,257,Other,500,Delivery,Malleshwaram,Cafe,Cafe,8
Yes,No,3.2,24,Other,200,Delivery,Malleshwaram,Quick Bites,Biryani,1
Yes,No,4.1,272,Other,600,Delivery,Malleshwaram,Cafe,Cafe,3
Yes,No,4.0,377,Other,400,Delivery,Malleshwaram,Quick Bites,Other,2
Yes,No,3.1,27,Other,200,Delivery,Malleshwaram,Other,Other,2
Yes,No,4.3,657,Other,750,Delivery,Malleshwaram,Cafe,Cafe,2
Yes,No,3.2,9,Other,500,Delivery,Malleshwaram,Food Court,North Indian,1
Yes,No,3.7,118,Other,400,Delivery,Malleshwaram,Quick Bites,North Indian,3
Yes,Yes,4.1,552,Other,800,Delivery,Malleshwaram,Cafe,Cafe,2
Yes,No,3.7,114,Other,400,Delivery,Malleshwaram,Quick Bites,Fast Food,1
Yes,No,3.8,28,Other,500,Delivery,Malleshwaram,Quick Bites,Other,2
Yes,No,3.9,210,Other,600,Delivery,Malleshwaram,Quick Bites,North Indian,4
No,No,3.3,4,Other,100,Delivery,Malleshwaram,Takeaway,Fast Food,2
Yes,No,3.4,5,Other,400,Delivery,Malleshwaram,Food Court,Other,2
Yes,No,3.0,75,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,3
Yes,No,4.1,87,Other,400,Delivery,Malleshwaram,Quick Bites,Biryani,2
Yes,No,3.9,105,Other,300,Delivery,Malleshwaram,Quick Bites,Fast Food,3
Yes,No,2.9,67,Other,600,Delivery,Malleshwaram,Casual Dining,South Indian,3
Yes,No,4.1,489,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,Yes,4.3,863,Other,1000,Delivery,Malleshwaram,Casual Dining,Continental,5
Yes,No,3.3,4,Other,250,Delivery,Malleshwaram,Dessert Parlor,Ice Cream,2
No,No,3.2,10,Other,150,Delivery,Malleshwaram,Quick Bites,Fast Food,3
Yes,No,3.2,10,Other,200,Delivery,Malleshwaram,Quick Bites,Other,2
Yes,No,3.8,18,Other,250,Delivery,Malleshwaram,Quick Bites,Fast Food,2
Yes,No,3.1,94,Other,350,Delivery,Malleshwaram,Quick Bites,Other,4
Yes,No,3.9,431,Other,700,Delivery,Malleshwaram,Casual Dining,Continental,3
Yes,No,3.2,4,Other,200,Delivery,Malleshwaram,Delivery,Other,2
Yes,No,3.7,18,Other,400,Delivery,Malleshwaram,Cafe,Cafe,3
Yes,No,2.9,20,Other,250,Delivery,Malleshwaram,Dessert Parlor,Ice Cream,2
Yes,No,3.9,291,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,5
Yes,No,3.7,98,Other,550,Delivery,Malleshwaram,Casual Dining,North Indian,4
Yes,No,3.8,111,Other,750,Delivery,Malleshwaram,Casual Dining,Other,3
Yes,No,3.7,55,Other,400,Delivery,Malleshwaram,Cafe,Cafe,3
Yes,No,3.7,61,Other,400,Delivery,Malleshwaram,Quick Bites,North Indian,2
Yes,No,4.1,669,Other,800,Delivery,Malleshwaram,Cafe,Cafe,4
Yes,No,3.5,25,Other,150,Delivery,Malleshwaram,Quick Bites,Other,2
Yes,No,3.8,21,Other,400,Delivery,Malleshwaram,Casual Dining,Fast Food,2
Yes,No,3.2,9,Other,300,Delivery,Malleshwaram,Other,Other,3
Yes,No,3.9,40,Other,150,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,3.1,7,Other,500,Delivery,Malleshwaram,Dessert Parlor,Bakery,2
Yes,No,4.2,744,Other,750,Delivery,Malleshwaram,Cafe,Cafe,4
Yes,No,3.6,23,Other,450,Delivery,Malleshwaram,Quick Bites,North Indian,2
Yes,No,3.8,87,Other,400,Delivery,Malleshwaram,Bakery,Bakery,2
Yes,No,3.5,12,Other,400,Delivery,Malleshwaram,Quick Bites,North Indian,4
Yes,No,3.4,13,Other,250,Delivery,Malleshwaram,Quick Bites,South Indian,3
No,No,3.1,9,Other,550,Delivery,Malleshwaram,Casual Dining,North Indian,3
Yes,No,3.3,7,Other,200,Delivery,Malleshwaram,Quick Bites,South Indian,3
Yes,No,3.6,22,Other,250,Delivery,Malleshwaram,Quick Bites,Other,1
Yes,No,3.9,48,Other,600,Delivery,Malleshwaram,Cafe,Cafe,1
Yes,No,3.5,11,Other,400,Delivery,Malleshwaram,Bakery,Bakery,3
Yes,No,3.2,4,Other,250,Delivery,Malleshwaram,Quick Bites,Chinese,3
Yes,No,3.5,78,Other,400,Delivery,Malleshwaram,Casual Dining,South Indian,5
Yes,No,3.2,112,Other,700,Delivery,Malleshwaram,Casual Dining,Andhra,2
Yes,No,4.0,69,Other,500,Delivery,Malleshwaram,Cafe,Cafe,1
Yes,No,3.0,81,Other,750,Delivery,Malleshwaram,Quick Bites,North Indian,1
Yes,No,3.7,100,Other,400,Delivery,Malleshwaram,Quick Bites,North Indian,2
Yes,No,3.2,2,Other,1000,Delivery,Malleshwaram,Casual Dining,Continental,2
Yes,No,2.8,55,Other,400,Delivery,Malleshwaram,Quick Bites,South Indian,4
Yes,No,3.3,5,Other,450,Delivery,Malleshwaram,Casual Dining,North Indian,3
Yes,No,3.2,9,Other,450,Delivery,Malleshwaram,Quick Bites,Chinese,3
Yes,No,3.2,7,Other,400,Delivery,Malleshwaram,Quick Bites,North Indian,2
Yes,No,4.2,58,Other,250,Delivery,Malleshwaram,Quick Bites,Desserts,2
Yes,No,2.9,23,Other,300,Delivery,Malleshwaram,Food Court,Chinese,1
Yes,No,3.1,43,Other,600,Delivery,Malleshwaram,Casual Dining,Chinese,2
Yes,No,3.0,16,Other,300,Delivery,Malleshwaram,Food Court,North Indian,2
Yes,No,3.9,250,Other,400,Delivery,Malleshwaram,Cafe,Cafe,2
Yes,No,2.8,19,Other,350,Delivery,Malleshwaram,Beverage Shop,Beverages,2
Yes,Yes,3.5,107,Other,1200,Delivery,Malleshwaram,Bar,Continental,4
No,No,3.5,11,Other,250,Delivery,Malleshwaram,Quick Bites,Fast Food,1
Yes,No,3.4,9,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,3.7,126,Other,700,Delivery,Malleshwaram,Cafe,Cafe,3
Yes,No,3.9,363,Other,900,Delivery,Malleshwaram,Cafe,Cafe,4
Yes,No,3.6,43,Other,300,Delivery,Malleshwaram,Quick Bites,Fast Food,1
Yes,No,3.5,141,Other,400,Delivery,Malleshwaram,Quick Bites,North Indian,4
Yes,No,4.1,159,Other,300,Delivery,Malleshwaram,Cafe,Cafe,2
Yes,No,3.8,161,Other,250,Delivery,Malleshwaram,Quick Bites,Biryani,2
Yes,No,3.6,89,Other,650,Delivery,Malleshwaram,Casual Dining,North Indian,4
Yes,No,3.8,86,Other,600,Delivery,Malleshwaram,Casual Dining,Other,4
Yes,No,3.5,18,Other,550,Delivery,Malleshwaram,Quick Bites,North Indian,4
Yes,No,3.9,49,Other,200,Delivery,Malleshwaram,Dessert Parlor,Desserts,2
Yes,No,3.7,88,Other,500,Delivery,Malleshwaram,Casual Dining,Chinese,2
Yes,No,3.7,160,Other,700,Delivery,Malleshwaram,Casual Dining,Chinese,2
Yes,No,3.8,208,Other,400,Delivery,Malleshwaram,Casual Dining,South Indian,4
Yes,No,3.7,31,Other,150,Delivery,Malleshwaram,Dessert Parlor,Bakery,1
Yes,No,4.5,2407,Other,150,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,3.6,6,Other,200,Delivery,Malleshwaram,Quick Bites,South Indian,4
Yes,No,3.8,154,Other,450,Delivery,Malleshwaram,Quick Bites,North Indian,3
Yes,No,3.7,158,Other,600,Delivery,Malleshwaram,Casual Dining,North Indian,1
Yes,No,3.4,7,Other,200,Delivery,Malleshwaram,Quick Bites,North Indian,2
Yes,No,3.8,253,Other,800,Delivery,Malleshwaram,Casual Dining,North Indian,3
No,No,4.2,124,Other,400,Delivery,Malleshwaram,Food Court,Other,2
Yes,No,3.4,221,Other,400,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,No,3.7,39,Other,550,Delivery,Malleshwaram,Casual Dining,North Indian,3
Yes,No,3.3,13,Other,450,Delivery,Malleshwaram,Delivery,North Indian,4
No,No,3.1,12,Other,900,Delivery,Malleshwaram,Bar,North Indian,3
Yes,Yes,4.0,610,Other,1000,Delivery,Malleshwaram,Casual Dining,North Indian,1
Yes,Yes,4.2,166,Other,1100,Delivery,Malleshwaram,Casual Dining,North Indian,3
Yes,No,3.6,28,Other,300,Delivery,Malleshwaram,Quick Bites,Biryani,1
Yes,Yes,4.1,469,Other,1200,Delivery,Malleshwaram,Casual Dining,North Indian,3
Yes,No,3.5,79,Other,450,Delivery,Malleshwaram,Quick Bites,South Indian,4
Yes,No,3.2,7,Other,600,Delivery,Malleshwaram,Casual Dining,North Indian,3
No,No,4.3,188,Other,200,Delivery,Malleshwaram,Dessert Parlor,Ice Cream,2
Yes,No,3.0,106,Other,550,Delivery,Malleshwaram,Casual Dining,North Indian,3
Yes,No,4.0,124,Other,200,Delivery,Malleshwaram,Quick Bites,Other,3
Yes,No,3.9,140,Other,500,Delivery,Malleshwaram,Casual Dining,North Indian,3
Yes,No,3.2,711,Other,500,Delivery,Malleshwaram,Takeaway,Biryani,3
Yes,No,3.1,6,Other,300,Delivery,Malleshwaram,Quick Bites,Biryani,1
Yes,No,4.0,238,Other,500,Delivery,Malleshwaram,Cafe,Cafe,3
Yes,No,3.8,72,Other,350,Delivery,Malleshwaram,Quick Bites,North Indian,3
Yes,No,3.9,317,Other,800,Delivery,Malleshwaram,Casual Dining,Andhra,4
No,No,3.9,18,Other,200,Delivery,Malleshwaram,Cafe,Cafe,1
Yes,No,3.9,72,Other,500,Delivery,Malleshwaram,Cafe,Cafe,4
Yes,No,2.9,139,Other,650,Delivery,Malleshwaram,Casual Dining,Other,4
Yes,No,3.9,86,Other,200,Delivery,Malleshwaram,Quick Bites,Fast Food,2
Yes,No,3.6,4,Other,200,Delivery,Malleshwaram,Delivery,Other,2
Yes,No,3.5,20,Other,500,Delivery,Malleshwaram,Cafe,Cafe,2
Yes,No,4.0,280,Other,600,Delivery,Malleshwaram,Casual Dining,North Indian,4
Yes,No,3.8,266,Other,250,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,No,3.8,50,Other,300,Delivery,Malleshwaram,Delivery,North Indian,2
Yes,No,3.5,16,Other,250,Delivery,Malleshwaram,Takeaway,Chinese,4
Yes,No,3.7,27,Other,250,Delivery,Malleshwaram,Other,Other,1
Yes,No,3.8,215,Other,400,Delivery,Malleshwaram,Quick Bites,Biryani,2
Yes,No,3.8,591,Other,700,Delivery,Malleshwaram,Casual Dining,Andhra,3
Yes,No,2.3,178,Other,500,Delivery,Malleshwaram,Casual Dining,North Indian,4
Yes,No,2.6,166,Other,350,Delivery,Malleshwaram,Quick Bites,Kerala,5
Yes,No,4.1,500,Other,600,Delivery,Malleshwaram,Casual Dining,North Indian,2
No,No,3.5,7,Other,200,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,4.0,397,Other,450,Delivery,Malleshwaram,Quick Bites,North Indian,1
Yes,No,3.6,27,Other,200,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,No,3.6,24,Other,300,Delivery,Malleshwaram,Quick Bites,Other,1
